'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[22:54:12.324 08/07/2079]',1.954,0.000,-3.516,-0.391,14.457,-8.596,-3.907,-4.298,-10.549,8.596,-14.847,-3.126,-1.954,-10.940,-7.424,1.954,-2.735,-3.907,4.298,3.907,14.847,-9.768,-7.424,123.468
'[22:54:12.328 08/07/2079]',-2.735,3.516,-5.861,-6.642,12.894,-5.470,-8.596,-10.549,-2.735,14.847,-20.317,-2.735,8.205,-13.675,2.344,-8.205,-0.391,-7.033,6.642,7.424,17.582,-16.020,2.344,106.667
'[22:54:12.332 08/07/2079]',8.205,3.907,4.689,0.391,16.020,3.516,-7.814,5.861,1.563,17.192,-19.145,6.252,12.112,-25.788,11.722,9.377,2.344,-6.642,-3.907,8.596,14.847,-34.774,11.722,81.661
'[22:54:12.336 08/07/2079]',2.344,0.391,-7.814,13.675,0.391,12.112,-7.424,3.516,0.391,14.457,-14.847,6.252,6.642,-23.053,12.503,10.549,2.344,-5.861,8.596,3.516,10.159,-26.569,12.503,54.310
'[22:54:12.340 08/07/2079]',-3.516,5.861,3.126,-3.126,-5.470,3.516,5.861,-0.781,-4.689,9.768,-17.582,-0.781,-7.424,-19.145,10.940,2.344,-1.954,-7.424,-2.344,-3.907,-4.689,-14.847,10.940,40.635
'[22:54:12.344 08/07/2079]',-1.172,10.159,0.781,-7.424,-5.470,1.563,0.781,5.079,-15.629,8.205,-22.662,3.907,-18.755,-17.582,8.987,1.954,-1.563,-10.549,0.000,-3.126,-8.987,-14.066,8.987,37.900
'[22:54:12.348 08/07/2079]',-5.470,6.642,-1.172,0.000,-1.172,-5.470,-9.377,17.192,-12.503,3.126,-30.476,0.781,-19.536,-8.205,-1.954,-7.424,-2.344,-10.940,1.954,5.470,-8.987,-5.470,-1.954,43.370
'[22:54:12.352 08/07/2079]',-19.536,20.317,0.781,-7.424,2.735,-14.847,-11.722,18.364,-8.205,1.954,-35.946,8.205,-15.629,-6.252,3.126,-14.066,-4.298,-10.940,0.000,-0.781,0.391,-5.470,3.126,60.562
'[22:54:12.355 08/07/2079]',-35.165,34.774,8.987,-12.112,-4.298,-19.145,-7.033,27.741,-1.172,8.596,-51.575,7.033,-8.205,-5.861,14.457,-35.165,-1.563,-14.457,-8.205,-1.172,10.549,-11.722,14.457,82.051
'[22:54:12.359 08/07/2079]',-43.370,37.509,5.861,-13.675,-22.271,-12.894,-8.596,30.476,0.781,-1.563,-51.575,-1.172,-6.642,-1.954,-8.205,-35.556,-3.516,-15.238,-5.079,4.298,6.252,-4.689,-8.205,96.899
'[22:54:12.363 08/07/2079]',-33.993,24.225,8.205,-7.814,-20.708,-17.973,11.331,16.410,-6.252,-1.172,-23.834,8.596,-14.847,-4.298,0.000,-2.344,-5.861,-4.298,-7.424,-0.391,-7.814,1.563,0.000,83.223
'[22:54:12.367 08/07/2079]',-15.238,5.079,-3.126,-6.642,-15.629,-8.987,12.894,-8.205,-10.159,4.689,-10.159,-7.424,-12.503,-3.126,-9.768,3.126,-9.768,-2.344,3.907,0.391,-7.033,0.781,-9.768,46.496
'[22:54:12.371 08/07/2079]',-12.503,-5.470,-7.814,3.516,-18.755,4.298,-3.907,-4.689,-17.582,3.126,-5.470,1.172,-21.099,3.126,-20.317,20.317,-10.159,-2.344,8.596,7.814,-5.470,5.079,-20.317,5.079
'[22:54:12.375 08/07/2079]',-1.954,-10.549,-6.252,3.516,0.391,-3.126,-5.861,-6.252,-7.033,2.344,2.344,2.735,-14.847,-6.252,-2.344,25.397,-8.596,-1.172,7.033,9.377,-13.284,-6.252,-2.344,-18.755
'[22:54:12.379 08/07/2079]',-9.377,-3.516,1.954,0.391,6.252,-6.642,1.172,-11.331,0.391,8.596,10.159,-6.252,-4.298,-12.894,19.927,12.503,-4.298,-2.344,-1.172,-1.172,-1.172,-10.940,19.927,-23.443
'[22:54:12.383 08/07/2079]',-3.907,-3.907,12.503,-1.563,3.907,0.391,4.298,-6.252,0.781,3.907,6.252,-1.563,-8.596,-21.490,21.099,20.317,-5.470,-5.861,-11.722,-1.563,-0.391,-20.708,21.099,-17.192
'[22:54:12.387 08/07/2079]',2.344,-6.642,14.457,-2.735,12.112,-8.987,7.424,-2.344,0.781,-1.563,14.457,6.642,-11.722,-25.788,21.490,37.900,-2.344,-4.298,-13.675,0.781,-16.410,-23.443,21.490,-12.894
'[22:54:12.391 08/07/2079]',-0.391,-14.457,6.642,0.391,8.205,-22.271,9.377,-2.735,-7.424,-1.172,14.457,5.470,-17.192,-32.821,25.788,35.946,-8.987,-0.391,-5.861,-3.126,-19.927,-23.443,25.788,-8.987
'[22:54:12.395 08/07/2079]',-3.126,-22.271,-0.391,-3.907,-2.344,-18.755,5.470,-13.284,-11.331,-5.861,10.549,3.516,-18.364,-26.569,4.298,37.118,-13.284,-3.126,1.172,6.642,-17.973,-23.443,4.298,-11.331
'[22:54:12.398 08/07/2079]',-5.861,-25.006,-1.563,-1.172,-10.549,-13.675,0.000,-9.377,-10.549,-9.768,14.066,3.516,-18.364,-35.946,9.377,42.198,-11.331,-4.298,2.344,14.066,-25.788,-34.383,9.377,-14.066
'[22:54:12.402 08/07/2079]',-12.503,-26.178,-1.954,0.391,-14.847,-16.801,7.814,-15.238,-12.112,-8.987,22.662,0.781,-20.708,-33.602,17.582,39.463,-10.549,-2.344,2.735,4.689,-20.317,-29.695,17.582,-13.284
'[22:54:12.406 08/07/2079]',-22.662,-10.940,0.000,-3.907,-17.192,-18.364,16.020,-17.973,-9.377,-5.861,17.973,-6.252,-19.927,-29.695,12.894,32.430,-9.768,-2.735,0.781,-1.172,-13.675,-29.304,12.894,-6.252
'[22:54:12.410 08/07/2079]',-14.066,7.814,5.079,-10.940,-3.907,-10.159,16.020,-12.894,-5.470,-5.470,17.192,-5.861,-21.099,-28.523,17.192,33.211,-4.298,-3.516,-4.298,-7.033,-16.020,-33.602,17.192,-5.470
'[22:54:12.414 08/07/2079]',-3.907,7.814,4.689,0.391,10.549,-17.973,22.271,-4.298,-7.424,-4.689,28.523,8.205,-22.662,-26.569,21.880,52.357,-2.344,3.907,-3.907,-9.377,-21.490,-30.476,21.880,-19.927
'[22:54:12.418 08/07/2079]',12.894,-1.563,8.987,-5.079,26.960,-25.006,26.178,-11.722,-7.424,-1.563,30.867,2.735,-21.490,-24.225,25.006,45.714,-2.735,8.596,-8.205,-11.722,-21.099,-25.397,25.006,-39.853
'[22:54:12.422 08/07/2079]',7.424,-0.391,5.470,-2.344,17.973,-6.642,3.516,-3.516,-8.205,-10.549,16.801,8.205,-21.490,-28.132,16.410,39.463,-3.907,0.781,-4.689,-6.642,-26.569,-21.099,16.410,-31.648
'[22:54:12.426 08/07/2079]',9.377,2.344,0.391,-3.516,21.099,-7.814,-1.563,-2.344,-7.033,-12.112,10.549,5.861,-15.629,-23.053,11.331,26.178,-3.126,-2.344,0.391,0.781,-24.225,-19.927,11.331,24.225
'[22:54:12.430 08/07/2079]',4.298,-2.344,0.391,-3.126,16.801,-5.861,1.563,-13.675,-8.987,-8.596,10.940,4.689,-14.457,-28.913,10.549,31.648,-4.298,0.391,0.391,-3.516,-16.801,-22.271,10.549,112.137
'[22:54:12.434 08/07/2079]',-3.126,2.344,-5.861,-3.516,5.079,3.126,3.516,-23.443,-12.894,-13.284,12.112,0.000,-19.927,-28.523,7.033,27.741,-7.033,-1.172,6.642,-4.298,-10.549,-24.615,7.033,194.579
'[22:54:12.438 08/07/2079]',0.391,5.079,-13.284,-11.331,-0.391,3.516,-1.563,-21.099,-13.675,-16.410,5.861,0.000,-19.927,-32.821,12.112,17.192,-5.861,-4.689,14.066,-1.563,-8.987,-38.681,12.112,229.353
'[22:54:12.441 08/07/2079]',-8.205,0.000,-10.159,-11.722,-10.159,0.391,-1.954,-18.755,-17.973,-21.880,6.642,4.298,-26.178,-38.291,12.894,23.053,-6.642,-1.563,10.940,-0.391,-4.298,-44.933,12.894,200.049
'[22:54:12.445 08/07/2079]',0.391,-7.814,-23.053,-17.973,-14.457,4.298,-2.735,-35.556,-22.662,-29.695,11.331,-17.973,-27.741,-45.714,12.894,2.735,-10.159,-6.252,23.834,0.781,-5.470,-48.449,12.894,114.090
'[22:54:12.449 08/07/2079]',4.298,-9.377,-22.271,-24.615,-5.079,3.126,-7.814,-42.979,-19.145,-31.648,8.205,-23.053,-21.099,-24.225,-15.629,-3.516,-13.675,-9.377,23.053,12.503,-8.205,-30.085,-15.629,25.788
'[22:54:12.453 08/07/2079]',5.470,-6.252,-16.410,-14.066,7.033,-1.954,-3.907,-32.821,-18.364,-31.258,10.159,-4.689,-20.708,-39.072,-10.159,25.788,-11.722,-3.126,17.192,8.205,-8.205,-41.416,-10.159,-28.132
'[22:54:12.457 08/07/2079]',-5.079,1.172,-18.755,-14.457,4.689,-12.503,3.126,-32.430,-16.801,-27.741,4.689,-7.033,-21.099,-46.105,1.172,19.145,-11.722,0.781,19.536,0.391,-16.801,-39.463,1.172,-26.960
'[22:54:12.461 08/07/2079]',-13.675,14.457,-10.159,-17.192,1.563,-8.205,4.298,-23.443,-10.549,-23.443,0.391,7.424,-28.523,-32.039,0.391,33.602,-7.033,4.689,10.940,0.000,-26.960,-35.165,0.391,-12.503
'[22:54:12.465 08/07/2079]',-3.126,12.894,-2.735,-19.145,0.000,-3.907,3.907,-12.503,-14.457,-21.099,-3.126,16.020,-34.774,-48.059,12.112,48.059,-5.079,6.252,3.516,0.000,-41.807,-50.012,12.112,-17.192
'[22:54:12.469 08/07/2079]',5.470,7.424,-7.033,-16.020,-2.344,-8.596,14.066,-12.112,-12.112,-14.457,0.391,8.596,-37.509,-42.198,24.225,37.509,-3.126,8.987,7.814,-7.033,-50.794,-38.681,24.225,-67.985
'[22:54:12.473 08/07/2079]',10.549,12.503,-3.126,-20.708,7.814,4.298,5.470,-18.755,-6.252,-4.689,-5.079,-1.954,-28.523,-20.317,14.457,16.020,-1.172,6.252,3.907,-8.205,-40.635,-21.490,14.457,-177.387
'[22:54:12.477 08/07/2079]',13.284,19.536,9.377,-10.940,23.053,-3.516,13.675,-2.344,-5.861,-5.861,-0.781,9.377,-22.662,-25.788,13.284,32.821,0.000,7.424,-8.596,-6.252,-40.244,-19.536,13.284,-260.220
'[22:54:12.480 08/07/2079]',17.582,16.020,4.298,5.079,28.913,-6.252,15.629,5.861,-2.344,-4.298,1.954,19.145,-17.973,-28.523,19.927,41.026,2.344,10.940,-3.516,-9.377,-34.383,-21.099,19.927,-269.206
'[22:54:12.484 08/07/2079]',12.894,16.410,10.940,5.861,27.741,-5.470,19.536,5.470,2.344,-3.516,1.954,27.741,-12.894,-14.457,5.079,51.966,1.954,12.894,-10.159,-16.801,-23.443,-7.033,5.079,-176.606
'[22:54:12.488 08/07/2079]',2.344,21.880,14.457,-1.563,18.364,-10.159,17.582,12.503,-0.391,-9.768,-6.642,35.556,-15.238,-22.662,4.689,51.184,0.781,5.470,-13.675,-12.112,-23.443,-14.847,4.689,-44.542
'[22:54:12.492 08/07/2079]',11.331,13.284,4.689,-10.940,12.112,-12.112,9.377,10.549,-0.391,-8.987,-15.238,19.927,-14.066,-25.397,2.344,33.602,1.172,-1.954,-3.907,-5.079,-25.788,-23.053,2.344,66.422
'[22:54:12.496 08/07/2079]',12.112,15.629,0.391,-10.159,14.847,-6.252,11.331,-2.344,1.954,-1.954,-9.768,2.735,-3.907,-18.364,6.252,10.549,4.689,-4.298,0.391,-12.112,-7.424,-15.629,6.252,123.858
'[22:54:12.500 08/07/2079]',16.020,11.722,-7.033,-5.470,26.960,-10.549,7.424,-8.987,1.563,-3.907,-5.470,-3.907,-5.470,-17.192,1.954,8.205,1.172,-9.768,7.814,-10.549,-3.907,-12.503,1.954,126.984
'[22:54:12.504 08/07/2079]',23.053,8.596,-12.503,0.391,29.695,-11.331,0.000,0.781,-0.391,-5.861,-7.033,-2.735,-7.424,-13.675,-1.172,6.642,3.126,-12.112,13.284,-3.516,-5.861,-14.847,-1.172,110.183
'[22:54:12.508 08/07/2079]',12.503,15.629,-8.596,3.516,18.364,-10.159,5.861,8.205,0.000,-4.298,-5.079,-5.861,-9.768,-9.377,2.735,0.391,1.172,-6.642,9.377,-8.205,-3.907,-12.112,2.735,105.104
'[22:54:12.512 08/07/2079]',8.987,14.847,-1.172,-19.145,11.722,-10.159,10.159,-8.987,-2.735,-10.159,1.172,-8.987,-18.364,-8.596,3.907,1.563,-3.907,-7.033,1.954,-8.987,-16.801,-3.516,3.907,108.230
'[22:54:12.516 08/07/2079]',12.112,3.907,3.907,-11.331,2.344,-8.987,13.675,1.954,1.172,-8.987,4.298,-6.252,-12.112,-8.596,8.205,3.126,-2.344,-7.033,-3.126,-2.735,-16.410,-10.159,8.205,101.978
'[22:54:12.520 08/07/2079]',20.317,7.424,1.563,-13.284,7.033,-3.126,17.192,-4.298,3.907,-5.079,12.112,-7.424,-5.470,-19.536,19.927,8.596,0.781,-3.516,-0.781,-10.549,-10.940,-17.582,19.927,91.038
'[22:54:12.523 08/07/2079]',16.410,3.126,-1.563,0.391,16.020,1.172,0.391,0.781,3.126,-5.861,5.470,1.172,-13.284,-7.814,8.987,17.192,0.391,-2.735,2.344,-15.238,-8.596,-2.735,8.987,78.926
'[22:54:12.527 08/07/2079]',12.894,7.814,-17.192,0.391,20.317,-6.642,-8.205,-1.563,3.126,-1.172,-4.298,-8.205,-8.987,-4.689,1.172,2.735,0.391,-7.424,17.973,-6.642,-8.205,-6.642,1.172,65.250
'[22:54:12.531 08/07/2079]',19.927,5.079,-5.861,2.735,19.145,1.172,-7.033,6.642,1.954,0.781,1.172,1.563,-4.689,-7.424,-0.781,21.099,5.861,-3.907,6.642,-4.298,-7.424,-8.596,-0.781,46.105
'[22:54:12.535 08/07/2079]',17.582,0.391,-3.126,3.126,9.768,8.205,-5.861,4.298,-0.781,0.000,1.563,-8.987,-11.722,0.391,-8.596,11.331,3.516,-1.563,3.907,-7.814,-10.940,7.033,-8.596,30.476
'[22:54:12.539 08/07/2079]',3.516,6.252,3.907,-8.987,-3.907,1.172,2.344,4.689,-1.954,3.907,-5.861,-11.722,-3.907,-7.814,-3.126,0.391,4.298,-3.907,-3.126,-11.331,-12.503,8.596,-3.126,21.490
'[22:54:12.543 08/07/2079]',5.079,10.940,12.894,2.344,-6.642,3.126,13.675,22.271,0.781,7.814,2.344,5.861,-5.861,-12.112,13.284,22.662,8.987,0.391,-12.112,-7.424,-12.503,-5.861,13.284,18.755
'[22:54:12.547 08/07/2079]',6.252,4.689,5.079,12.112,1.954,2.344,9.768,13.675,0.000,6.252,5.079,3.907,-10.940,-5.079,6.252,25.788,5.470,1.563,-4.298,-5.470,-3.516,-3.126,6.252,12.894
'[22:54:12.551 08/07/2079]',10.549,-1.172,-1.563,21.490,17.582,-9.377,8.205,13.284,10.159,4.298,5.861,8.205,-4.689,-0.781,5.470,29.695,1.172,1.954,2.344,-5.861,-2.735,-0.781,5.470,5.861
'[22:54:12.555 08/07/2079]',6.252,1.172,0.391,12.503,15.629,-18.755,10.159,12.503,8.596,2.344,5.079,4.689,-3.516,-9.377,13.284,22.271,-1.172,-1.954,0.391,-1.954,-0.781,-11.722,13.284,-0.781
'[22:54:12.559 08/07/2079]',8.596,-4.689,-6.252,8.596,12.112,0.000,-12.894,5.861,14.066,-5.079,-3.126,-1.172,0.391,-8.205,1.563,10.549,-0.781,-5.470,7.033,6.252,0.391,-9.377,1.563,-4.298
'[22:54:12.563 08/07/2079]',13.675,-5.861,3.516,3.907,14.457,-1.954,0.781,1.954,16.410,-4.689,2.344,-10.159,3.907,4.689,-6.642,2.735,-0.781,-0.391,-2.735,-1.172,-5.079,11.722,-6.642,-5.470
'[22:54:12.566 08/07/2079]',18.755,-12.112,8.205,0.000,14.066,-3.126,8.205,-4.689,10.159,-2.735,4.689,-3.907,-0.391,0.781,-1.563,10.159,1.563,-3.907,-7.424,-0.391,-7.033,7.424,-1.563,-5.861
'[22:54:12.570 08/07/2079]',17.192,-10.549,-5.079,7.424,13.284,-3.126,0.781,-3.126,12.503,-3.516,-4.298,5.470,2.344,5.861,-7.033,9.377,6.252,-4.689,5.861,6.642,-6.252,4.689,-7.033,-5.861
'[22:54:12.574 08/07/2079]',9.377,-8.987,1.172,12.503,18.364,-16.801,7.814,3.907,9.768,-1.172,-3.126,5.470,0.391,11.331,-13.675,14.066,5.861,-1.172,-0.391,3.126,0.391,5.470,-13.675,-1.172
'[22:54:12.578 08/07/2079]',0.391,-11.722,3.907,0.391,6.252,-11.722,7.424,-7.424,10.940,0.391,-1.172,-10.549,3.516,-12.503,5.079,2.735,5.470,-4.298,-3.126,6.252,-3.907,-6.642,5.079,3.126
'[22:54:12.582 08/07/2079]',-10.159,-6.642,4.298,0.781,-12.112,1.954,3.126,-5.079,4.689,-1.563,-1.172,-12.112,4.298,-23.443,4.298,3.907,7.033,-5.861,-3.516,7.033,1.563,-15.238,4.298,4.298
'[22:54:12.586 08/07/2079]',-3.126,-12.894,10.159,0.391,-10.940,6.642,7.424,-8.596,3.907,1.563,2.735,-16.801,0.781,-14.847,1.563,3.126,7.033,-0.391,-9.377,7.033,8.987,-10.940,1.563,7.814
'[22:54:12.590 08/07/2079]',-7.814,-11.722,4.689,-2.344,-13.284,2.344,6.252,-13.284,2.344,-1.172,-2.344,-23.834,1.563,-11.331,-6.252,-8.987,1.563,-1.954,-3.907,-2.344,12.894,1.954,-6.252,16.801
'[22:54:12.594 08/07/2079]',-8.987,-3.516,1.954,1.172,-4.298,-3.516,5.079,-7.033,-2.735,1.954,-9.377,-9.768,4.689,-6.252,-14.457,-3.126,2.344,-3.126,-1.172,0.000,18.364,3.907,-14.457,25.788
'[22:54:12.598 08/07/2079]',1.954,-6.252,9.768,-5.861,10.549,-12.894,13.284,-11.722,-1.563,7.424,-4.298,-3.516,8.596,-3.126,-11.331,4.689,0.781,0.000,-8.987,1.954,26.569,-1.563,-11.331,27.350
'[22:54:12.602 08/07/2079]',5.470,-16.020,10.549,9.377,11.331,-0.781,0.391,-0.391,2.344,3.907,-2.735,0.391,11.331,0.000,-17.192,10.159,-0.781,0.391,-9.768,-1.172,30.085,4.298,-17.192,26.960
'[22:54:12.605 08/07/2079]',0.391,-10.549,5.470,4.298,6.642,-3.126,-0.391,-2.735,7.033,1.172,-10.159,-6.642,18.364,0.391,-16.801,-9.377,-3.126,-2.344,-4.689,0.781,33.211,8.596,-16.801,29.695
'[22:54:12.609 08/07/2079]',-6.642,-7.814,4.298,-5.470,-9.377,4.689,-6.252,-4.298,14.457,-5.861,-12.503,-7.424,19.536,-0.781,-17.192,-12.503,-3.907,-3.516,-3.516,8.987,33.211,-3.907,-17.192,38.681
'[22:54:12.613 08/07/2079]',-1.563,-17.192,-3.126,1.563,-9.377,3.907,-7.814,-7.814,17.192,-9.768,-5.470,-8.205,21.880,3.126,-27.350,-5.079,-3.516,1.954,3.907,8.596,27.741,5.079,-27.350,46.496
'[22:54:12.617 08/07/2079]',5.861,-18.755,-10.159,1.172,-3.126,1.172,-1.954,-17.973,10.549,-7.424,-5.470,-8.987,23.053,7.033,-38.681,-2.735,-4.298,4.689,10.940,7.424,23.834,16.410,-38.681,52.747
'[22:54:12.621 08/07/2079]',-0.781,-17.973,6.252,-9.768,-12.894,3.907,-1.172,-12.112,2.735,-4.298,-11.722,-3.516,18.755,-13.284,-22.662,-0.391,-4.298,3.907,-5.470,8.205,23.053,-1.954,-22.662,58.999
'[22:54:12.625 08/07/2079]',10.159,-18.755,9.377,-1.563,0.000,5.470,-5.470,-0.781,0.000,0.781,-11.331,2.735,22.662,-7.033,-23.053,0.781,-2.344,6.642,-8.596,7.424,30.085,-0.391,-23.053,66.032
'[22:54:12.629 08/07/2079]',12.503,-16.410,-0.781,5.861,-1.172,10.549,-1.563,-5.079,-0.781,0.000,-9.377,-3.907,22.271,-2.344,-26.178,-7.424,-7.033,7.424,1.563,3.516,39.853,0.391,-26.178,70.720
'[22:54:12.633 08/07/2079]',0.391,-12.894,5.861,7.033,-6.642,8.205,2.735,-3.516,7.814,-7.424,-7.814,3.516,25.397,-10.549,-13.675,-3.126,-8.205,6.642,-5.079,3.126,45.714,-8.987,-13.675,72.674
'[22:54:12.637 08/07/2079]',7.033,-19.145,7.033,5.470,2.735,5.861,-3.126,-4.298,11.722,-9.768,-1.563,6.642,32.039,-8.596,-11.722,-2.735,-5.861,6.642,-6.252,9.377,44.933,-11.331,-11.722,71.502
'[22:54:12.641 08/07/2079]',1.172,-16.410,-0.391,11.722,0.000,-0.781,1.563,-3.516,0.000,-10.549,0.391,12.503,20.317,-15.238,-6.642,3.907,-6.642,10.940,1.172,6.252,33.211,-8.987,-6.642,73.455
'[22:54:12.645 08/07/2079]',5.079,-26.178,4.298,2.344,4.298,-2.735,-0.391,-14.457,1.954,-6.642,-4.689,4.298,23.443,-22.662,-1.954,-3.126,-6.252,10.159,-3.516,14.457,26.960,-12.894,-1.954,68.376
'[22:54:12.648 08/07/2079]',7.424,-28.523,7.424,-1.563,1.954,10.940,-9.768,-18.755,-1.563,-8.205,-1.954,2.735,14.847,-28.913,1.563,2.735,-3.907,4.689,-6.642,18.755,17.192,-20.317,1.563,56.654
'[22:54:12.652 08/07/2079]',6.252,-34.774,0.391,9.768,-4.298,10.940,-9.377,-14.847,-13.284,-9.768,-2.735,10.159,-0.781,-23.443,-11.722,21.490,-4.689,6.252,0.391,18.755,9.768,-11.722,-11.722,38.291
'[22:54:12.656 08/07/2079]',-5.079,-26.569,6.252,5.861,-8.987,7.814,-2.735,-14.847,-1.172,-9.768,-7.424,8.205,1.563,-12.894,-14.847,16.020,-5.079,6.252,-5.470,13.675,8.596,0.391,-14.847,24.225
'[22:54:12.660 08/07/2079]',-7.814,-11.331,14.066,2.344,-8.987,10.549,-1.563,-3.516,6.252,-14.847,-6.252,9.377,0.781,-12.112,-8.205,14.847,-2.344,4.689,-13.284,8.205,2.735,-5.470,-8.205,8.987
'[22:54:12.664 08/07/2079]',0.391,-22.271,16.410,6.642,-11.722,12.112,0.781,-0.391,0.781,-9.768,3.516,18.755,0.391,-7.033,-12.503,34.774,-4.298,10.940,-15.629,14.847,-8.205,-0.781,-12.503,-6.252
'[22:54:12.668 08/07/2079]',6.642,-18.364,15.238,9.768,1.172,8.596,3.516,0.391,5.079,-2.735,5.861,15.629,4.689,-14.847,2.735,32.039,-3.907,16.410,-14.457,5.861,-7.033,-5.861,2.735,-23.053
'[22:54:12.672 08/07/2079]',7.424,-13.284,10.940,0.391,4.298,3.126,2.735,-3.516,2.735,1.172,-0.391,-0.781,2.344,-14.066,12.112,2.344,-7.424,12.894,-10.159,4.689,-5.079,-6.252,12.112,-36.728
'[22:54:12.676 08/07/2079]',10.549,-11.331,14.847,1.954,5.861,8.205,2.344,0.781,2.735,4.298,2.735,-0.781,-0.781,-12.112,17.582,6.642,-3.516,16.020,-14.066,12.503,-12.112,-8.205,17.582,-50.403
'[22:54:12.680 08/07/2079]',7.424,-10.549,10.549,9.768,6.252,7.424,5.470,-1.172,0.391,7.033,7.814,4.689,-0.391,-12.894,15.238,19.927,0.391,23.443,-9.768,9.768,-10.549,-5.079,15.238,-67.985
'[22:54:12.684 08/07/2079]',15.629,-15.629,7.424,5.861,8.987,0.781,12.503,-8.205,3.126,2.344,10.549,4.298,0.391,-8.987,7.424,23.834,-0.781,21.880,-6.642,4.689,-5.861,-1.954,7.424,-87.912
'[22:54:12.688 08/07/2079]',23.834,-16.410,17.582,1.172,7.033,18.755,0.781,0.000,4.689,2.344,10.940,11.722,0.391,-8.596,6.252,34.383,4.689,19.536,-16.801,12.112,-18.364,-8.205,6.252,-108.620
'[22:54:12.691 08/07/2079]',8.205,-8.987,16.020,6.642,3.516,19.145,-12.503,12.112,1.563,1.563,8.987,20.708,4.689,-23.053,4.689,47.668,5.470,19.145,-15.238,10.549,-24.225,-15.238,4.689,-123.077
'[22:54:12.695 08/07/2079]',4.298,-7.424,14.847,3.516,1.954,11.331,-3.516,5.470,-3.907,6.252,11.722,10.549,-6.642,-21.880,20.317,33.993,2.344,16.801,-14.066,0.391,-32.039,-8.205,20.317,-135.580
'[22:54:12.699 08/07/2079]',1.954,0.391,21.099,-5.470,1.172,17.973,0.000,-1.172,-4.689,6.642,17.582,0.391,-11.331,-12.503,23.053,20.708,3.516,13.284,-20.317,-1.172,-30.867,-4.689,23.053,-144.957
'[22:54:12.703 08/07/2079]',15.238,1.954,20.317,2.344,23.834,14.457,-4.298,6.252,-1.172,8.596,20.708,12.112,-5.861,-11.331,32.039,26.960,8.987,14.066,-19.536,2.344,-38.681,-1.172,32.039,-150.037
'[22:54:12.707 08/07/2079]',9.768,1.954,14.066,0.391,16.020,7.814,-1.954,4.298,-1.172,4.298,10.159,11.722,-7.424,-3.516,16.801,21.490,3.516,10.549,-13.284,-1.172,-32.821,7.033,16.801,-145.348
'[22:54:12.711 08/07/2079]',23.053,3.907,7.033,-8.596,25.006,3.126,-1.563,-1.172,1.563,1.954,3.516,7.814,-3.516,6.252,11.331,1.563,0.391,4.689,-6.252,5.079,-30.085,7.033,11.331,-137.534
'[22:54:12.715 08/07/2079]',25.788,1.563,16.410,-4.298,22.662,10.159,-5.861,12.503,1.954,2.344,3.907,10.159,-0.391,-5.861,17.192,9.768,2.344,5.861,-15.629,8.596,-30.867,-6.642,17.192,-129.328
'[22:54:12.719 08/07/2079]',19.536,-2.735,12.112,0.000,7.814,9.377,0.391,10.940,-1.563,4.298,7.033,12.112,-7.814,-8.205,20.708,18.755,1.172,7.814,-11.331,3.516,-42.589,-0.781,20.708,-118.779
'[22:54:12.723 08/07/2079]',4.689,11.722,9.768,-10.940,-6.252,8.987,11.722,1.172,-4.689,8.205,6.642,4.298,-15.629,-1.563,26.960,5.470,1.563,9.768,-8.987,-8.987,-37.900,1.563,26.960,-102.369
'[22:54:12.727 08/07/2079]',4.689,15.238,13.675,-12.894,6.252,19.536,-4.298,0.391,-5.079,5.861,7.033,-0.781,-16.020,-8.596,33.211,-0.391,7.033,7.424,-12.894,-3.907,-32.430,-6.642,33.211,-85.958
'[22:54:12.730 08/07/2079]',11.331,14.847,3.907,-7.814,7.033,22.271,-7.033,0.391,-5.079,7.814,10.940,2.735,-11.722,0.391,19.145,8.596,8.205,8.205,-3.126,-2.735,-39.072,1.563,19.145,-75.018
'[22:54:12.734 08/07/2079]',9.377,12.112,7.033,-1.954,12.503,17.192,-1.954,0.000,-3.907,3.516,10.549,11.331,-14.066,-1.954,17.192,21.099,7.424,10.940,-6.252,-8.596,-30.867,-0.391,17.192,-68.767
'[22:54:12.738 08/07/2079]',3.126,19.145,9.768,-7.424,14.457,19.536,-10.940,2.344,1.563,-1.172,-1.563,3.516,-5.470,-1.563,7.424,2.344,7.814,4.689,-8.987,-3.907,-24.225,0.391,7.424,-60.562
'[22:54:12.742 08/07/2079]',-4.298,22.271,11.722,-5.861,-0.391,28.913,-12.112,7.814,5.861,0.391,0.000,7.424,4.298,-9.377,10.549,7.814,10.940,6.252,-10.940,2.735,-32.039,-4.298,10.549,-48.840
'[22:54:12.746 08/07/2079]',-4.689,19.927,19.145,-1.563,2.735,21.490,3.907,3.907,-2.735,3.126,8.596,25.397,-6.252,-11.331,19.536,33.993,11.331,14.066,-18.364,-1.954,-43.370,3.126,19.536,-38.681
